1	de	of, from, some, any	det, prep	[də, dy, de]					1. de From Latin dē.	[ ]	[ ]	[3]
28	avec	with	prep	[avɛk]					28. avec From Middle French avec, avecques (“with”), from Old French avoc, avoec, avuec (“with”), from an assumed Vulgar Latin *aboc, *abhoc, *apud hŏque[1][2], a Frankish alteration consisting of Latin apud (“with, near, close to”) with hoc (“this”) and -que. First used as a replacement for Latin cum (“with”) in Merovingian and Carolingian (Frankish) documents. Gradually supplanted Old French od (“with”), itself from apud.[2] Cognate with Picard aveuc, Norman aveu, Walloon avou and Franco-Provençal: avouéc.	[ ]	[ ]	[3]
29	tout	all, very	adv,det,nadj,pro	[tu]					29. tout From Middle French tout, from Old French tot, from Latin tōtus; compare Catalan tot, Italian tutto, Portuguese todo, Romanian tot, Spanish todo.	[ ]	[ ]	[3]
30	plus	more, no more	adv	[ply]					30. plus 1 From Old French plus, from Latin plus, from Old Latin *plous, from Proto-Indo-European *pleh₁-, *pelh₁u- (“many”). Inflected forms.	[ ]	[ ]	[3]
31	mon	my	det	[mɔ͂, me]					31. mon From Middle French mon, from Old French mun, from Vulgar Latin, Late Latin mum, a reduced variant of Latin meum, nominative neuter singular of meus.	[ ]	[ ]	[3]
32	te	you, to you, from you	pro	[tə]					32. te From Middle French te, from Old French te, from Latin tē, (accusative of tū), from Proto-Indo-European *twé, *te, accusative of *túh₂ (“you”).	[ ]	[ ]	[3]
33	fait	done, fact	adj,nm	[fɛ]					33. fait From Middle French fait, from Old French fet, from Latin factum.	[ ]	[ ]	[3]
34	moi	me	nm,pro	[mwa]					34. moi From Middle French moy, from Old French mei, moi, mi (“me”), tonic form of me, from Latin mē (“me”), from Proto-Indo-European *(e)me-, *(e)me-n- (“me”). More at me.	[ ]	[ ]	[3]
35	oui	yes	adv,nmi	[ˊwi]					35. oui [1380]; from Old French oïl (1100), compound of o affirmative particle (compare Occitan òc ‘yes’) and il ‘he, him’, akin to o-je, o-tu, o nos, o vos, all ‘yes’ constructed with pronouns.[1] O and òc are both from Latin hoc ‘this’. Compare Portuguese isso ‘yes, yeah’, literally ‘this, that’. And the semantic shift is calqued on Gaulish: Compare fellow Celtic languages such as Old Irish tó ‘yes’, Welsh do ‘indeed’, from Proto-Indo-European *tod (“this, that”).[2]	[ ]	[ ]	[3]
36	faire	to do, make	nm,v	[fɛʀ]					36. faire From Middle French faire, from Old French faire, feire, fere, from Latin facere, present active infinitive of faciō, from Proto-Italic *fakiō, from Proto-Indo-European *dʰeh₁- (“to put, place, set”).	[ ]	[ ]	[3]
37	sur	on, upon	adj,prep	[syʀ]					37. sur 1 From Middle French sur, from Old French sur, seur, sor, soure, souvre, sovre (“on, upon, over”), from Latin super (“over, on, above”), from *eks-uper, from *h₁eǵʰs (“out of”) (Latin ex) and *uperi (“above”), from *upo. Doublet of super, a borrowing. Cognate with Old English ofer (“over, above”). More at over. From Middle French sur, from Old French sur (“sour, bitter”), from Frankish *sūr (“acidic, sour”).	[ ]	[ ]	[3]
38	quoi	what	pro	[kwa]					38. quoi From Latin quid; ultimately from Proto-Indo-European *kʷid, compare *kʷis. Cognate to English what, which differs due to changing under Grimm’s law.	[ ]	[ ]	[3]
39	se	oneself, himself, herself, itself, themselves	pro	[sə]					39. se From Middle French se, from Old French se, from Latin sē, from Proto-Indo-European *swé (reflexive pronoun). See also soi.	[ ]	[ ]	[3]
40	comme	like, as	adv,conj	[kɔm]					40. comme From Middle French comme, from Old French cum, com, conme, from Vulgar Latin *quomo, from Latin quōmodo.[1] Later the conjunction et was added to com, resulting in comme.[2] Cognate to Italian come. See also Spanish como and Catalan com.	[ ]	[ ]	[3]
41	être	to be; being	nm,v	[ɛtʀ]					41. être From Middle French estre, from a merger of two verbs:	[ ]	[ ]	[3]
42	ici	here	adv	[isi]		• Je suis ici. I am here. • Qui était ici? Who was here ?	Je suis ici. Qui était ici?		42. ici From an i taken from an Old French iluec (from Latin illoc) + ci, itself from Latin ecce hīc.	[1]	[2]	[3]
43	toi	you, yourself	nm,pro	[twa]		• Je suis avec toi. I'm by your side. • Bien fait pour toi. That serves you right.	Je suis avec toi. Bien fait pour toi.		43. toi From Middle French toi, tei, from Old French tei, te, from Latin tē.	[1]	[2]	[3]
44	dit	said, so-called; tale	nadj	[di, dit]					44. dit From Old French dit, from Latin dictus.	[ ]	[ ]	[3]
45	lui	him, her	pro	[lɥi]		• Elle est tout pour lui. She is everything to him. • Je lui ai dit quoi faire. I told him what to do.	Elle est tout pour lui. Je lui ai dit quoi faire.		45. lui 1 From Vulgar Latin *illūi, which is a Vulgar Latin form of Latin illī (dative singular of ille). The -ui ending in Vulgar Latin illui is due to the influence of cui.[1] see the verb luire	[1]	[2]	[3]
46	votre	your	det	[vɔtʀ]					46. votre From Middle French vostre, from Old French vostre, from Latin voster, vostrum, vostra(m), from earlier vester, from Proto-Italic *westeros.	[ ]	[ ]	[3]
47	pourquoi	why	adv,conj,nmi	[puʀkwa]					47. pourquoi From Middle French parquoy, from Old French por quoi.	[ ]	[ ]	[3]
48	où	where	adv,pro	[u]		• Je sais où elle est. I know where she is.	Je sais où elle est.		48. où From Middle French où, from Old French ou, from Latin ubi (“where?”). The grave accent was added in Middle French to differentiate from ou (“or”).	[1]	[2]	[3]
49	rien	nothing	adv,nm,pro	[ʀjɛ͂]		• Je ne sais rien de lui. I don't know anything about him.	Je ne sais rien de lui.		49. rien From Old French rien, from Latin rem, accusative of rēs (“thing”).	[1]	[2]	[3]
50	là	there, here	adv,intj	[la]		• Il est là. There it is. • Qui va là? Who goes there ? • Tout est là. It's all there.	Il est là. Qui va là? Tout est là.		50. là From Middle French la, from Old French la, from Latin illac. The grave accent on the a was added to disambiguate with la (“the”). Compare Spanish allá, Portuguese lá.	[1]	[2]	[3]
51	quand	when	adv,conj	[kɑ͂]					51. quand From Middle French quand, quant, from Old French quant, qant, from Latin quandō.[1]	[ ]	[ ]	[3]
52	dire	to say	nm,v	[diʀ]		• Je veux vous le dire. I want to tell you. • Dites toujours la vérité. Always tell the truth. • Tous mes amis disent ça. All my friends say that.	Je veux vous le dire. Dites toujours la vérité. Tous mes amis disent ça.		52. dire From Middle French dire, from Old French dire, from Latin dīcere, present active infinitive of dīcō, from Proto-Italic *deikō, from Proto-Indo-European *déyḱti (“to show, point out”).	[1]	[2]	[3]
53	son	his, her, its; sound	det,nm	[sɔ͂]					53. son 1 From Old French son, suen, suon, from Latin sonus (the current form may be remade after or influenced by sonner). From Middle French son, from Old French son, from Vulgar Latin sum, a reduced/atonic variant of suus, suum, from Proto-Italic *sowos, from Proto-Indo-European *sewos, from *swé (“self”). From Latin secundus (presumably through an earlier Old French form *seon; cf. an attested Medieval Latin seonno, seonnum). Cognate with Catalan segó, Old Occitan segon. The meaning derives from the fact that bran results from a second sifting of flour. Doublet of second, a borrowing.	[ ]	[ ]	[3]
54	ton	your	det,nm	[tɔ͂]					54. ton 1 From Old French ton, tos, from Latin tuus, from Proto-Indo-European *towos. Borrowed from Latin tonus. Doublet of tonus, a later borrowing.	[ ]	[ ]	[3]
55	alors	then, so	adv	[alɔʀ]					55. alors From Old French a +‎ lors.	[ ]	[ ]	[3]
56	comment	how	adv,conj,intj,nmi	[kɔmɑ͂]		• Comment ça va? How are you ?	Comment ça va?		56. comment comme +‎ -ment[1]	[1]	[2]	[3]
57	par	by	prep	[paʀ]					57. par From Middle French par, from Old French par, from Latin per, from Proto-Indo-European *peri.	[ ]	[ ]	[3]
58	ou	or	conj	[u]					58. ou From Old French ou, from Latin aut.[1]	[ ]	[ ]	[3]
59	la chose	thing	adj(f),nf	[ʃoz]					59. chose From Old French chose, from Latin causa. Compare Italian cosa, Portuguese coisa, Spanish cosa among many others. Compare cause, a borrowed doublet.	[ ]	[ ]	[3]
60	bon	good	adj,adv,intj,nm	[bɔ͂]		• Je suis bon. I am good. • Vous êtes vraiment bons. You really are good. • Nous sommes bons amis. We are good friends. • Vous êtes bons. You are good.	Je suis bon. Vous êtes vraiment bons. Nous sommes bons amis. Vous êtes bons.		60. bon From Middle French bon, from Old French bon, from Latin bonus (“good”), from Old Latin duenos, later duonus, from Proto-Italic *dwenos, from Proto-Indo-European *dew- (“to show favor, revere”).	[1]	[2]	[3]
61	le merci, la merci	thank you; favor	intj,nm,nf	[mɛʀsi]					61. merci From Middle French merci, mercy, from Old French merci, from Latin mercēdem, accusative singular of mercēs (“wages, fee, price”).	[ ]	[ ]	[3]
62	juste	just, only; fair	adv,nadj(f)	[ʒyst]					62. juste From Old French juste, in this form probably borrowed from Latin iūstus, jūstus, from Proto-Italic *jowestos, from Proto-Indo-European *h₂yew-. The Old French form just may have been inherited, however, and perhaps later modified based on the Latin.	[ ]	[ ]	[3]
63	très	very	adv	[tʀɛ]		• Je vais très bien. I feel very good.	Je vais très bien.		63. très From Old French trés, inherited from Latin trans. Doublet of trans-.	[1]	[2]	[3]
64	jamais	never	adv	[ʒamɛ]					64. jamais From Old French ja més, jamés (“ever”), from Latin iam magis (“yet more”). Compare Spanish jamás, Italian giammai and Portuguese jamais.	[ ]	[ ]	[3]
65	un été	"summer; past particle of être (""to be"")"	nm	[ete]					65. été 1 From Old French esté, from Latin aestās, aestātem, ultimately from Proto-Indo-European *h₂eydʰ- (“burn; fire”). From Latin stātus, past participle of stō (which was conflated with sum in Old French). Compare also the noun état.	[ ]	[ ]	[3]
66	avoir	to have	nm,v	[avwaʀ]					66. avoir From Middle French avoir, from Old French avoir, aveir, aver, from Vulgar Latin *avēre, from Latin habēre, present active infinitive of habeō (“have, hold, possess”), probably from a Proto-Italic *habēō or *haβēō, possibly ultimately from Proto-Indo-European *gʰh₁bʰ- (“to grab, to take”). Influenced and reinforced by similar (yet etymologically unrelated) verbs in Germanic; compare Frankish *habēn, *hebōn (“to have”), Gothic 𐌷𐌰𐌱𐌰𐌽 (haban, “to have”).	[ ]	[ ]	[3]
67	vraiment	truly, really, very	adv	[vʀɛmɑ͂]		• Tu es vraiment bon. You really are good.	Tu es vraiment bon.		67. vraiment From Middle French vrayement, from Old French veraiement, equivalent to vrai +‎ -ment. Compare Italian veramente.	[1]	[2]	[3]
68	aussi	too, also, as	adv,conj	[osi]		• Tu peux le faire, aussi. You can do it, too.	Tu peux le faire, aussi.		68. aussi From Old French ausi, from Latin aliud sic (“another thing thus”).	[1]	[2]	[3]
69	voir	to see	v	[vwaʀ]					69. voir From Old French veoir, veir, from earlier vedeir, from Latin vidēre, present active infinitive of videō, from Proto-Italic *widēō, ultimately from Proto-Indo-European *weyd-.	[ ]	[ ]	[3]
70	oh	oh	intj	[o]						[ ]	[ ]	[ ]
71	même	same, even, self	adj(f),adv,pro	[mɛm]					71. même From Middle French mesme, from Old French mesme, earlier meïsme, from Vulgar Latin *metipsimus, from Latin -met + ipse + -issimus. Cognates include Bourguignon moîme, Spanish mismo, Portuguese mesmo and Italian medesimo.	[ ]	[ ]	[3]
72	maintenant	now	adv	[mɛ͂t(ə)nɑ͂]		• Je vais bien maintenant. I'm feeling fine now. • Si pas maintenant, alors quand? If not now, then when ? • Tout va bien maintenant. Everything's all right now. • Si pas maintenant, quand? If not now, when ?	Je vais bien maintenant. Si pas maintenant, alors quand? Tout va bien maintenant. Si pas maintenant, quand?		72. maintenant From maintenir +‎ -ant. Equivalent to main +‎ tenant.	[1]	[2]	[3]
73	le deux	two	det,nmi	[dø]					73. deux From Middle French deux, from Old French deus, from Latin duōs, masculine accusative of duo, from Proto-Italic *duō, from Proto-Indo-European *dwóh₁.	[ ]	[ ]	[3]
74	autre	other	det,nadj(f),pro	[otʀ]		• Autre chose? Anything else ? • Où sont les autres? Where are the others ?	Autre chose? Où sont les autres?		74. autre From Old French altre, autre, from Latin alter, alterum, ultimately from Proto-Indo-European *h₂élteros.	[1]	[2]	[3]
75	peu	little	adv	[pø]					75. peu From Old French poi, from Latin paucus, from Proto-Italic *paukus, ultimately from the Proto-Indo-European *peh₂w- (“few”, “little”). Compare Catalan poc, Italian poco, Portuguese Portuguese pouco, Spanish Spanish poco.	[ ]	[ ]	[3]
76	quelque	some	adv,adj,det	[kɛlk]					76. quelque quel +‎ que	[ ]	[ ]	[3]
77	le temps	time	nm(pl)	[tɑ͂]		• Il est temps. It's about time. • Je le fais tout le temps. I do that all the time. • Comment est le temps? How is the weather ? • Il y a un temps pour tout. There is a right time for everything. • Il fait ça tout le temps. He does this all the time.	Il est temps. Je le fais tout le temps. Comment est le temps? Il y a un temps pour tout. Il fait ça tout le temps.		77. temps From Old French temps and its variants, from Latin tempus, from Proto-Indo-European *tempos (“stretch”), from the root *temp- (“to stretch, string”).	[1]	[2]	[3]
78	toujours	always	adv	[tuʒuʀ]		• Il est toujours avec moi. He is always with me. • Je le fais toujours. I still do that. • Je fais toujours la même chose. I always do the same thing.	Il est toujours avec moi. Je le fais toujours. Je fais toujours la même chose.		78. toujours From Middle French tousjours, from Old French toz jorz, tuzjurz (“without ceasing”, literally “all days”), equivalent to tous +‎ jours (compare Dutch altijd (“always”), Danish altid (“always”)). Replaced Old French sempres (“always”), from Latin semper.	[1]	[2]	[3]
79	encore	again, yet	adv	[ɑ͂kɔʀ]		• Il est encore ici. He is still here. • Encore merci pour tout. Thanks again for everything. • Je le fais encore. I still do that. • Je fais encore ça de temps en temps. I still do that from time to time.	Il est encore ici. Encore merci pour tout. Je le fais encore. Je fais encore ça de temps en temps.		79. encore Probably from Late Latin in hanc hōram (“until this hour”). Compare Occitan encara, Italian ancora.	[1]	[2]	[3]
80	notre	our	det	[nɔtʀ, no]					80. notre From Old French nostre, Latin noster, nostrum, nostra(m), from Proto-Italic *nosteros.	[ ]	[ ]	[3]
81	besoin	need	nm	[bəzwɛ͂]					81. besoin From Middle French, Old French besoing; can be seen as a masculine variant of besogne, from Old French besonge, from Old Frankish *bisunnija, from *sunnijōn (“to look after”) (whence soigner), possibly through a Vulgar Latin intermediate *bisonium. Compare Italian bisogno.	[ ]	[ ]	[3]
82	un accord	agreement	nm	[akɔʀ]					82. accord Deverbal of accorder.	[ ]	[ ]	[3]
83	la vie	life	nf	[vi]		• Je vous dois la vie. I owe you my life. • Je lui dois la vie. I owe him my life.	Je vous dois la vie. Je lui dois la vie.		83. vie 1 From Old French vie, from Latin vīta, from Proto-Italic *gʷītā. Ultimately from Latin via. Compare voie.	[1]	[2]	[3]
84	aller	to go	nm,v	[ale]		• Je vais bien. I am fine. • Tu peux y aller. You can go there. • Vous allez bien. You're all right. • Allons le dire aux autres. Let's go tell the others. • Tout allait très bien. Everything was going great.	Je vais bien. Tu peux y aller. Vous allez bien. Allons le dire aux autres. Tout allait très bien.		84. aller A suppletive verb; Latin vādō (“go”) supplies the present tense forms and īre, present active infinitive of eō, supplies the future and conditional.	[1]	[2]	[3]
85	la fois	time, times	nf(pl)	[fwa]					85. fois 1 From Middle French foys, from Old French foiz, feiz, from Latin vices, plural of the noun vicis. Inflected form	[ ]	[ ]	[3]
86	sans	without	prep	[sɑ͂]					86. sans From Old French sans, senz, sens, from Latin sine conflated with absentia in the sense 'without'. Cognates include Spanish sin, Portuguese sem, Italian senza, Catalan sens, sense.	[ ]	[ ]	[3]
87	donc	so, then, therefore, thus	conj	[dɔ͂k]					87. donc From Middle French donc, variant of doncques, from Old French donkes (“then”). Of uncertain and disputed origin. Perhaps an apheresis of adonc, from Latin ad-tunc, or a blend of Latin dum (“while”) + tum, tunc (“then”). Compare also Italian dunque.	[ ]	[ ]	[3]
88	le monde	world, people	nm	[mɔ͂d]					88. monde 1 From Latin mundus (“world”). From Latin mundus (“pure; clean”).	[ ]	[ ]	[3]
89	avant	before; forward	adji,adv,nm,prep	[avɑ͂]					89. avant From Middle French, from Old French avant (“before, prior in time, forward”), from Late Latin abante (“before, in front of”) (compare Classical Latin ante (“before, in front of”)), from Latin ab (“of, from”) + ante (“before”). More at ante.	[ ]	[ ]	[3]
90	sûr	sure	adj	[syʀ]		• Je suis sûr. I am sure. • Nous pouvons être sûrs de cela. We can be certain of that. • Je suis sûre de pouvoir le faire. I'm sure that I can do that.	Je suis sûr. Nous pouvons être sûrs de cela. Je suis sûre de pouvoir le faire.		90. sûr From Old French seür, inherited from Latin sēcūrus.	[1]	[2]	[3]
91	trop	too much, too many	adv	[tʀo]					91. trop From Middle French trop, from Old French trop (“unreasonably excessive”), from Frankish *thorp (“a cluster, agglomeration', also 'collection of houses, village”), from Proto-Germanic *þurpą (“village”), from Proto-Indo-European *trab-, *treb- (“dwelling, room”). Cognate with Old Saxon thorp (“village”), Old High German thorf (“village”), Old English þorp (“village”). More at thorp, troop.	[ ]	[ ]	[3]
92	parler	to speak	nm,v	[paʀle]		• Je dois parler avec toi. I must talk with you. • Il parle vraiment bien. He speaks really well. • Ne lui en parle pas. Don't tell her about it. • Parle avec moi. Talk to me.	Je dois parler avec toi. Il parle vraiment bien. Ne lui en parle pas. Parle avec moi.		92. parler From Middle French parler (“to speak or talk”), from Old French parler (“to talk; to speak”), from Vulgar Latin *paraulare (“to speak”), from Late Latin parabolare, from Latin parabola (“comparison”), from Ancient Greek παραβολή (parabolḗ), from παραβάλλω (parabállō, “to compare”), from παρά (pará, “beside”) + βάλλω (bállō, “to throw”).	[1]	[2]	[3]
93	le père	father	nm	[pɛʀ]		• Tu es mon père. You are my father. • Où était votre père? Where was your father ?	Tu es mon père. Où était votre père?		93. père From Middle French pere, from Old French pedre, pedra, pere, from Latin pater, patrem, from Proto-Italic *patēr, from Proto-Indo-European *ph₂tḗr.	[1]	[2]	[3]
94	la personne	person, people, anybody, anyone, nobody	nf,pro	[pɛʀsɔn]		• Personne ne peut faire ça. No one can do that. • Cette personne est comme moi. That person is like me. • Personne ne dit rien. No one said anything. • Personne ne dit plus ça. No one says that anymore.	Personne ne peut faire ça. Cette personne est comme moi. Personne ne dit rien. Personne ne dit plus ça.		94. personne From Latin persona.	[1]	[2]	[3]
95	après	after	adv,prep	[apʀɛ]		• Je suis après lui. I am after him. • Après vous. After you.	Je suis après lui. Après vous.		95. après From Middle French aprés, from Old French aprés, from Vulgar Latin *adpressum, from Latin ad + pressum.[1]	[1]	[2]	[3]
96	ouais	yeah	intj	[ˊwɛ]					96. ouais From oui via dialectal variants; also possibly from oyez	[ ]	[ ]	[3]
97	le dieu	god	intj,nm	[djø]		• Je crois en Dieu. I believe in God.	Je crois en Dieu.		97. dieu From Old French deu, from Latin deus, from Old Latin deiuos, from Proto-Italic *deiwos, from Proto-Indo-European *deywós.	[1]	[2]	[3]
98	un homme	man	nm	[ɔm]		• Je suis un homme. I am a man.	Je suis un homme.		98. homme From Middle French homme, from Old French home, hom, hume, homme, etc, from Latin homō, hominem (with the loss of the -in- syllable), from Old Latin hemō, from Proto-Italic *hemō, from Proto-Indo-European *ǵʰmṓ (“earthling”). Compare Catalan home, Italian uomo, Portuguese homem, Romanian om, Sardinian ómine, Neapolitan hommo, Spanish hombre. Compare also French on, derived from the nominative of Latin homō.	[1]	[2]	[3]
99	la femme	woman, wife	nf	[fam]		• Comment va ta femme? How's your wife doing ? • Ta femme est ici. Your wife is here. • Je connais ces femmes. I know those women.	Comment va ta femme? Ta femme est ici. Je connais ces femmes.		99. femme From Middle French femme, from Old French fame, femme, feme, from Latin fēmina, from Proto-Indo-European *dʰeh₁-m̥h₁n-éh₂ (“(the one) nursing, breastfeeding”), derivation of the verbal root *dʰeh₁(y)- (“to suck, suckle”). Various spellings such as feme, fame and fenme were used in Old French.	[1]	[2]	[3]
100	leur	them, their, theirs	det,adj(f),pro	[lœʀ]					100. leur From Old French lor, from Latin illōrum, genitive masculine plural of ille.	[ ]	[ ]	[3]
101	vrai	true	adv,nadj	[vʀɛ]		• Tout est vrai. It's all true. • Ça peut bien être vrai. It may well be true. • Son histoire semble vraie. His story sounds true. • Toutes ces choses sont vraies. All these things are true.	Tout est vrai. Ça peut bien être vrai. Son histoire semble vraie. Toutes ces choses sont vraies.		101. vrai From Old French verai, from the Vulgar Latin *vērācus, from Latin vērāx, from vērus (“true, real”), from Proto-Italic *wēros, from a Proto-Indo-European *weh₁-ros, from *weh₁- (“true”).	[1]	[2]	[3]
102	mal	bad	adji,adv,nm	[mal]		• Personne ne va te faire de mal. No one is going to harm you.	Personne ne va te faire de mal.		102. mal 1 From Old French mal, from Latin malus, possibly derived from Proto-Indo-European *mel- (“bad, wrong”). Near cognates include Portuguese mal, Portuguese male and Spanish malo. From Old French, from Latin male.	[1]	[2]	[3]
103	chez	at, with; home	prep, n	[ʃe]		• Je dois aller chez moi. I need to go home. • Je veux aller chez moi maintenant. I want to go home now.	Je dois aller chez moi. Je veux aller chez moi maintenant.		103. chez From Old French chiese, chese, from Latin casa (“house”). Doublet of case.	[1]	[2]	[3]
104	depuis	since, for	adv,prep	[dəpɥi]					104. depuis From de + puis. From Middle French depuis, from Old French depuis.	[ ]	[ ]	[3]
105	déjà	already	adv	[deʒa]		• Je sais déjà. I already know.	Je sais déjà.		105. déjà From Middle French desia, from Old French des ja corresponding to dès + jà.	[1]	[2]	[3]
106	beaucoup	a lot of, many	adv	[boku]		• Je veux beaucoup plus. I want much more. • Il y a encore beaucoup à faire. There's still a lot to be done.	Je veux beaucoup plus. Il y a encore beaucoup à faire.		106. beaucoup From Old French biau cop, first attested circa 1210.[1] Equivalent to beau (“nice, beautiful”) +‎ coup (“hit, strike”). The latter word also means “helping of soup or beverage”, first attested circa 1375, which sense may have triggered or reinforced beaucoup to mean “a lot”.	[1]	[2]	[3]
107	le mort, la mort	dead; death	adj,nf	[mɔʀ]					107. mort 1 From Middle French, from Old French mort, from Vulgar Latin *mortu, from Latin mortuus, from Proto-Indo-European *mr̥twós, *mr̥tós. From Middle French mort, from Old French mort, from Latin mors, mortem, from Proto-Indo-European *mértis (“death”), from *mer- (“to die”).	[ ]	[ ]	[3]
108	le mieux	better	adji(pl),adv,nm	[mjø]		• Je suis mieux. I am better. • Vous allez mieux maintenant? Are you better now ? • Tout est mieux sans toi. Everything is better without you. • Tu peux faire mieux que ça. You can do better than that.	Je suis mieux. Vous allez mieux maintenant? Tout est mieux sans toi. Tu peux faire mieux que ça.		108. mieux From Middle French mieulx, from Old French mielz, mialz, miels, from Latin melius.	[1]	[2]	[3]
109	la mère	mother	adj,nf	[mɛʀ]		• Qui est votre mère? Who is your mother ? • Mon père aime ma mère. My father loves my mother. • Comment va votre mère? How is your mother ?	Qui est votre mère? Mon père aime ma mère. Comment va votre mère?		109. mère From Middle French mere, from Old French medre, mere, from Latin mater, matrem, from Proto-Italic *mātēr, from Proto-Indo-European *méh₂tēr.	[1]	[2]	[3]
